./sim < tests/agents.slang
testName time fitness gens maxGens agents groupsize e0 e1 e2 e3 e4 e5 e6 e7 e8 e9 e10
agents22Test 0.700000 0.994000 100 100 500 10 0 0 0 0 0.032 0.176 0.372 0.61 0.836 0.954 0.994
agents22Test 0.700000 0.962000 100 100 500 10 0 0 0 0 0.026 0.15 0.354 0.568 0.78 0.942 0.962
agents22Test 0.700000 0.976000 100 100 500 10 0 0 0 0 0.03 0.17 0.38 0.588 0.798 0.962 0.976
agents22Test 0.700000 0.992000 100 100 500 10 0 0 0 0 0.028 0.148 0.35 0.578 0.808 0.978 0.992
agents22Test 0.700000 0.974000 100 100 500 10 0 0 0 0 0.03 0.158 0.374 0.582 0.788 0.956 0.974
agents22Test 0.700000 0.866000 100 100 500 10 0 0 0 0 0.022 0.134 0.26 0.434 0.628 0.83 0.866
agents22Test 0.700000 0.942000 100 100 500 10 0 0 0 0 0.028 0.144 0.322 0.53 0.738 0.93 0.942
agents22Test 0.700000 0.974000 100 100 500 10 0 0 0 0 0.03 0.148 0.348 0.56 0.762 0.942 0.974
agents22Test 0.700000 0.998000 100 100 500 10 0 0 0 0 0.026 0.146 0.34 0.572 0.81 0.994 0.998
agents22Test 0.700000 0.964000 100 100 500 10 0 0 0 0 0.04 0.164 0.358 0.558 0.762 0.938 0.964
agents22Test 0.700000 0.990000 100 100 500 10 0 0 0 0 0.028 0.166 0.342 0.556 0.774 0.962 0.99
agents22Test 0.700000 0.968000 100 100 500 10 0 0 0 0 0.026 0.16 0.336 0.562 0.792 0.966 0.968
agents22Test 0.700000 0.976000 100 100 500 10 0 0 0 0 0.026 0.132 0.316 0.546 0.776 0.958 0.976
agents22Test 0.700000 0.892000 100 100 500 10 0 0 0 0 0.028 0.162 0.336 0.514 0.7 0.884 0.892
agents22Test 0.700000 0.978000 100 100 500 10 0 0 0 0 0.026 0.146 0.342 0.61 0.842 0.962 0.978
agents22Test 0.700000 0.916000 100 100 500 10 0 0 0 0 0.028 0.15 0.332 0.524 0.726 0.9 0.916
agents22Test 0.700000 0.964000 100 100 500 10 0 0 0 0 0.038 0.174 0.346 0.57 0.794 0.946 0.964
agents22Test 0.700000 0.946000 100 100 500 10 0 0 0 0 0.032 0.152 0.342 0.544 0.746 0.912 0.946
agents22Test 0.700000 0.994000 100 100 500 10 0 0 0 0 0.03 0.16 0.362 0.604 0.84 0.974 0.994
agents22Test 0.700000 0.892000 100 100 500 10 0 0 0 0 0.026 0.138 0.312 0.52 0.708 0.894 0.892
agents22Test 0.700000 0.994000 100 100 500 10 0 0 0 0 0.028 0.164 0.346 0.62 0.872 0.992 0.994
agents22Test 0.700000 0.962000 100 100 500 10 0 0 0 0 0.032 0.142 0.322 0.54 0.762 0.94 0.962
agents22Test 0.700000 0.870000 100 100 500 10 0 0 0 0 0.026 0.144 0.312 0.494 0.68 0.852 0.87
agents22Test 0.700000 0.990000 100 100 500 10 0 0 0 0 0.028 0.146 0.354 0.602 0.834 0.986 0.99
agents22Test 0.700000 0.998000 100 100 500 10 0 0 0 0 0.026 0.152 0.35 0.59 0.812 0.984 0.998
agents22Test 0.700000 0.994000 100 100 500 10 0 0 0 0 0.03 0.158 0.34 0.588 0.834 0.96 0.994
agents22Test 0.700000 0.960000 100 100 500 10 0 0 0 0 0.028 0.152 0.352 0.564 0.774 0.932 0.96
agents22Test 0.700000 0.966000 100 100 500 10 0 0 0 0 0.028 0.156 0.32 0.532 0.742 0.934 0.966
agents22Test 0.700000 0.976000 100 100 500 10 0 0 0 0 0.034 0.164 0.376 0.594 0.812 0.984 0.976
agents22Test 0.700000 0.948000 100 100 500 10 0 0 0 0 0.022 0.124 0.304 0.518 0.744 0.946 0.948
agents22Test 0.700000 1.000000 81 100 500 10 0 0 0 0 0.034 0.162 0.374 0.612 0.824 1 1
agents22Test 0.700000 0.976000 100 100 500 10 0 0 0 0 0.034 0.18 0.384 0.582 0.778 0.946 0.976
agents22Test 0.700000 0.978000 100 100 500 10 0 0 0 0 0.024 0.14 0.334 0.562 0.784 0.956 0.978
agents22Test 0.700000 0.998000 100 100 500 10 0 0 0 0 0.028 0.156 0.378 0.62 0.832 0.984 0.998
agents22Test 0.700000 0.996000 100 100 500 10 0 0 0 0 0.026 0.148 0.348 0.616 0.842 0.982 0.996
agents22Test 0.700000 0.958000 100 100 500 10 0 0 0 0 0.028 0.16 0.318 0.524 0.746 0.932 0.958
agents22Test 0.700000 1.000000 93 100 500 10 0 0 0 0 0.028 0.156 0.378 0.68 0.904 0.986 1
agents22Test 0.700000 0.994000 100 100 500 10 0 0 0 0 0.036 0.17 0.384 0.608 0.8 0.964 0.994
agents22Test 0.700000 0.946000 100 100 500 10 0 0 0 0 0.036 0.152 0.348 0.542 0.746 0.94 0.946
agents22Test 0.700000 0.976000 100 100 500 10 0 0 0 0 0.026 0.148 0.334 0.56 0.772 0.96 0.976
agents22Test 0.700000 0.928000 100 100 500 10 0 0 0 0 0.028 0.154 0.314 0.518 0.718 0.91 0.928
agents22Test 0.700000 0.984000 100 100 500 10 0 0 0 0 0.024 0.146 0.346 0.582 0.796 0.972 0.984
agents22Test 0.700000 0.974000 100 100 500 10 0 0 0 0 0.028 0.136 0.336 0.546 0.752 0.934 0.974
agents22Test 0.700000 0.998000 100 100 500 10 0 0 0 0 0.036 0.182 0.386 0.628 0.854 0.98 0.998
agents22Test 0.700000 0.928000 100 100 500 10 0 0 0 0 0.026 0.14 0.328 0.526 0.722 0.898 0.928
agents22Test 0.700000 0.976000 100 100 500 10 0 0 0 0 0.026 0.158 0.356 0.556 0.762 0.956 0.976
agents22Test 0.700000 0.978000 100 100 500 10 0 0 0 0 0.028 0.154 0.35 0.556 0.756 0.956 0.978
agents22Test 0.700000 0.998000 100 100 500 10 0 0 0 0 0.026 0.146 0.34 0.614 0.84 0.984 0.998
agents22Test 0.700000 1.000000 99 100 500 10 0 0 0 0 0.032 0.16 0.372 0.636 0.886 0.988 1
agents22Test 0.700000 0.990000 100 100 500 10 0 0 0 0 0.04 0.178 0.392 0.608 0.824 0.984 0.99
agents22Test 0.700000 0.926000 100 100 500 10 0 0 0 0 0.024 0.144 0.318 0.514 0.7 0.898 0.926
agents22Test 0.700000 0.998000 100 100 500 10 0 0 0 0 0.03 0.164 0.368 0.612 0.842 0.994 0.998
agents22Test 0.700000 0.960000 100 100 500 10 0 0 0 0 0.032 0.16 0.328 0.556 0.772 0.934 0.96
agents22Test 0.700000 0.982000 100 100 500 10 0 0 0 0 0.03 0.162 0.36 0.572 0.768 0.952 0.982
agents22Test 0.700000 1.000000 97 100 500 10 0 0 0 0 0.022 0.146 0.338 0.63 0.836 0.986 1
agents22Test 0.700000 1.000000 90 100 500 10 0 0 0 0 0.026 0.154 0.358 0.642 0.894 0.994 1
agents22Test 0.700000 0.968000 100 100 500 10 0 0 0 0 0.032 0.148 0.344 0.552 0.762 0.958 0.968
agents22Test 0.700000 0.972000 100 100 500 10 0 0 0 0 0.036 0.158 0.356 0.57 0.778 0.954 0.972
agents22Test 0.700000 0.912000 100 100 500 10 0 0 0 0 0.022 0.128 0.31 0.498 0.694 0.89 0.912
agents22Test 0.700000 0.992000 100 100 500 10 0 0 0 0 0.04 0.18 0.398 0.608 0.808 0.986 0.992
agents22Test 0.700000 0.994000 100 100 500 10 0 0 0 0 0.028 0.152 0.342 0.562 0.782 0.974 0.994
agents22Test 0.700000 0.992000 100 100 500 10 0 0 0 0 0.028 0.148 0.37 0.584 0.79 0.986 0.992
agents22Test 0.700000 1.000000 100 100 500 10 0 0 0 0 0.028 0.152 0.368 0.624 0.86 0.988 1
agents22Test 0.700000 0.990000 100 100 500 10 0 0 0 0 0.032 0.158 0.358 0.582 0.792 0.956 0.99
agents22Test 0.700000 0.992000 100 100 500 10 0 0 0 0 0.02 0.136 0.328 0.582 0.784 0.988 0.992
agents22Test 0.700000 0.986000 100 100 500 10 0 0 0 0 0.026 0.156 0.34 0.586 0.828 0.966 0.986
agents22Test 0.700000 1.000000 94 100 500 10 0 0 0 0 0.026 0.148 0.362 0.612 0.848 0.984 1
agents22Test 0.700000 0.992000 100 100 500 10 0 0 0 0 0.032 0.164 0.352 0.592 0.826 0.972 0.992
agents22Test 0.700000 0.966000 100 100 500 10 0 0 0 0 0.038 0.16 0.334 0.54 0.736 0.922 0.966
agents22Test 0.700000 0.994000 100 100 500 10 0 0 0 0 0.034 0.158 0.372 0.608 0.846 0.994 0.994
agents22Test 0.700000 0.986000 100 100 500 10 0 0 0 0 0.03 0.162 0.362 0.574 0.792 0.96 0.986
agents22Test 0.700000 0.994000 100 100 500 10 0 0 0 0 0.03 0.154 0.37 0.632 0.862 0.988 0.994
agents22Test 0.700000 0.990000 100 100 500 10 0 0 0 0 0.028 0.166 0.388 0.612 0.826 0.978 0.99
agents22Test 0.700000 0.946000 100 100 500 10 0 0 0 0 0.034 0.154 0.338 0.55 0.756 0.938 0.946
agents22Test 0.700000 0.944000 100 100 500 10 0 0 0 0 0.028 0.124 0.306 0.514 0.73 0.926 0.944
agents22Test 0.700000 0.946000 100 100 500 10 0 0 0 0 0.026 0.142 0.32 0.52 0.716 0.906 0.946
agents22Test 0.700000 0.978000 100 100 500 10 0 0 0 0 0.032 0.156 0.334 0.544 0.744 0.938 0.978
agents22Test 0.700000 0.954000 100 100 500 10 0 0 0 0 0.026 0.134 0.324 0.548 0.772 0.942 0.954
agents22Test 0.700000 0.998000 100 100 500 10 0 0 0 0 0.03 0.158 0.364 0.586 0.804 0.972 0.998
