0 0.104 0.01
10 0.167 0.016
20 0.209 0.02
30 0.247 0.033
40 0.297 0.05
50 0.33 0.055
60 0.37 0.072
70 0.406 0.078
80 0.438 0.084
90 0.474 0.092
100 0.5 0.09
110 0.517 0.089
120 0.535 0.086
130 0.547 0.089
140 0.568 0.094
150 0.584 0.097
160 0.604 0.098
170 0.617 0.095
180 0.629 0.099
190 0.642 0.096
200 0.652 0.096
210 0.664 0.094
220 0.676 0.098
230 0.691 0.098
240 0.701 0.1
250 0.711 0.102
260 0.721 0.103
270 0.735 0.105
280 0.753 0.104
290 0.763 0.097
300 0.775 0.091
310 0.778 0.091
320 0.786 0.088
330 0.794 0.082
340 0.805 0.076
350 0.809 0.075
360 0.817 0.071
370 0.82 0.072
380 0.827 0.072
390 0.834 0.067
400 0.843 0.064
410 0.847 0.06
420 0.855 0.053
430 0.859 0.054
440 0.862 0.056
450 0.866 0.056
460 0.868 0.054
470 0.871 0.051
480 0.874 0.05
490 0.876 0.049
500 0.883 0.048
510 0.886 0.047
520 0.889 0.048
530 0.894 0.05
540 0.897 0.05
550 0.901 0.05
560 0.907 0.047
570 0.908 0.046
580 0.909 0.045
590 0.912 0.044
600 0.917 0.043
610 0.917 0.043
620 0.919 0.044
630 0.922 0.043
640 0.924 0.042
650 0.926 0.041
660 0.927 0.041
670 0.929 0.041
680 0.933 0.042
690 0.936 0.043
700 0.938 0.04
710 0.943 0.04
720 0.944 0.041
730 0.946 0.041
740 0.948 0.042
750 0.948 0.042
760 0.949 0.042
770 0.95 0.042
780 0.952 0.043
790 0.954 0.043
800 0.954 0.043
810 0.955 0.043
820 0.956 0.044
830 0.956 0.044
840 0.956 0.044
850 0.957 0.044
860 0.959 0.044
870 0.959 0.044
880 0.959 0.044
890 0.96 0.044
900 0.96 0.044
910 0.961 0.044
920 0.961 0.044
930 0.961 0.044
940 0.961 0.044
950 0.961 0.044
960 0.962 0.045
970 0.962 0.045
980 0.962 0.044
990 0.963 0.044
1000 0.963 0.044
