0 0.117 0.01
10 0.198 0.015
20 0.265 0.022
30 0.328 0.016
40 0.386 0.019
50 0.44 0.021
60 0.485 0.026
70 0.532 0.042
80 0.579 0.05
90 0.618 0.056
100 0.653 0.065
110 0.687 0.066
120 0.725 0.071
130 0.755 0.073
140 0.783 0.072
150 0.804 0.073
160 0.82 0.067
170 0.838 0.065
180 0.853 0.059
190 0.864 0.055
200 0.876 0.053
210 0.888 0.048
220 0.894 0.046
230 0.903 0.044
240 0.911 0.042
250 0.917 0.042
260 0.921 0.036
270 0.928 0.028
280 0.932 0.029
290 0.935 0.029
300 0.939 0.03
310 0.941 0.031
320 0.943 0.031
330 0.947 0.027
340 0.951 0.028
350 0.952 0.027
360 0.953 0.028
370 0.955 0.027
380 0.959 0.026
390 0.961 0.023
400 0.962 0.024
410 0.964 0.023
420 0.967 0.023
430 0.968 0.024
440 0.97 0.023
450 0.97 0.023
460 0.971 0.023
470 0.971 0.023
480 0.973 0.023
490 0.974 0.022
500 0.976 0.022
510 0.976 0.022
520 0.977 0.019
530 0.979 0.019
540 0.98 0.019
550 0.98 0.019
560 0.981 0.018
570 0.983 0.018
580 0.983 0.018
590 0.983 0.018
600 0.983 0.018
610 0.983 0.018
620 0.984 0.018
630 0.984 0.018
640 0.984 0.018
650 0.984 0.018
660 0.984 0.018
670 0.984 0.018
680 0.984 0.017
690 0.985 0.016
700 0.985 0.016
710 0.986 0.015
720 0.986 0.015
730 0.987 0.014
740 0.987 0.014
750 0.988 0.013
760 0.988 0.013
770 0.989 0.013
780 0.989 0.013
790 0.989 0.011
800 0.989 0.011
810 0.989 0.011
820 0.989 0.011
830 0.989 0.011
840 0.989 0.011
850 0.989 0.011
860 0.99 0.011
870 0.99 0.011
880 0.99 0.012
890 0.99 0.011
900 0.991 0.011
910 0.991 0.011
920 0.991 0.011
930 0.991 0.011
940 0.991 0.011
950 0.991 0.011
960 0.991 0.011
970 0.991 0.011
980 0.991 0.011
990 0.992 0.011
1000 0.992 0.011
