0.111042 0.195259 0.245789 0.305677 0.361822 0.409233 0.453525 0.485964 0.515908 0.538366 0.593263 0.658141 0.702433 0.731753 0.756706 0.802246 0.824704 0.844666 0.851528 0.873986 0.897068 0.898939 0.911416 0.911416 0.915783 0.916407 0.916407 0.925140 0.925140 0.944479 0.958203 0.965689 0.967561 0.967561 0.968185 0.972551 0.975047 0.975047 0.975047 0.976918 0.976918 0.976918 0.986900 0.986900 0.986900 0.986900 0.986900 0.986900 0.986900 0.986900 0.986900 0.988771 0.988771 0.990643 0.990643 0.990643 0.990643 0.991890 0.995633 0.996257 0.996257 0.996257 0.996257 0.996257 0.996257 0.996257 0.997505 0.998129 0.998129 0.998129 0.998129 0.998129 0.998129 0.998129 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.999376 0.999376 0.999376 0.999376 0.999376 
0.122895 0.205864 0.263256 0.321896 0.358079 0.410480 0.438553 0.466001 0.515284 0.552714 0.598253 0.669370 0.713038 0.744853 0.790393 0.819713 0.865253 0.877105 0.899563 0.917031 0.932626 0.945727 0.955084 0.956956 0.956956 0.964442 0.964442 0.973175 0.973175 0.973175 0.975671 0.980037 0.980037 0.980037 0.980037 0.980037 0.980037 0.980661 0.981285 0.981909 0.981909 0.983157 0.984404 0.984404 0.984404 0.993138 0.993138 0.993138 0.993138 0.993138 0.993138 0.993138 0.993138 0.993138 0.993138 0.993138 0.993138 0.993138 0.993138 0.993762 0.993762 0.993762 0.996257 0.996257 0.996257 0.996257 0.996257 0.997505 0.997505 0.997505 0.997505 0.997505 0.997505 0.997505 0.997505 0.997505 0.997505 0.997505 0.999376 0.999376 0.999376 0.999376 0.999376 0.999376 0.999376 0.999376 0.999376 0.999376 0.999376 0.999376 0.999376 0.999376 0.999376 0.999376 0.999376 0.999376 0.999376 0.999376 0.999376 0.999376 0.999376 
0.123518 0.187149 0.256394 0.284467 0.313163 0.340611 0.359326 0.418590 0.473487 0.529008 0.556457 0.605739 0.643793 0.679975 0.697442 0.737367 0.774173 0.819089 0.821585 0.831566 0.840923 0.847785 0.867124 0.873986 0.884591 0.901435 0.915783 0.921397 0.921397 0.930755 0.930755 0.943855 0.943855 0.943855 0.945727 0.945727 0.948222 0.954460 0.954460 0.966313 0.971928 0.974423 0.974423 0.978166 0.978166 0.978166 0.978166 0.978166 0.978166 0.978166 0.978166 0.983157 0.983780 0.983780 0.985028 0.986900 0.991266 0.991266 0.991266 0.991266 0.991266 0.991266 0.991266 0.991266 0.991266 0.991266 0.991266 0.991266 0.991266 0.991266 0.991890 0.991890 0.991890 0.991890 0.991890 0.991890 0.991890 0.993138 0.993138 0.993138 0.993138 0.993138 0.993138 0.993762 0.993762 0.994386 0.995009 0.995009 0.995633 0.995633 0.995633 0.995633 0.995633 0.995633 0.995633 0.995633 0.995633 0.995633 0.995633 0.995633 0.995633 
0.115409 0.190268 0.290705 0.361822 0.430443 0.470992 0.532127 0.573924 0.622583 0.625078 0.658141 0.658141 0.669370 0.688085 0.704928 0.716157 0.737367 0.744853 0.774797 0.797255 0.808484 0.828447 0.855895 0.855895 0.855895 0.857767 0.880225 0.883968 0.903930 0.905178 0.905178 0.905802 0.905802 0.913911 0.913911 0.915783 0.922021 0.922021 0.922021 0.922021 0.928259 0.933250 0.933250 0.933250 0.938865 0.943231 0.943231 0.943231 0.943231 0.943231 0.947598 0.947598 0.949470 0.951965 0.951965 0.951965 0.957580 0.958203 0.958203 0.958203 0.958827 0.958827 0.960075 0.960075 0.960075 0.963194 0.965065 0.965065 0.966313 0.966313 0.966313 0.970056 0.970056 0.970056 0.970056 0.970056 0.973175 0.973175 0.973175 0.973175 0.973175 0.973175 0.973175 0.973175 0.973175 0.973175 0.973175 0.973175 0.973175 0.973175 0.973175 0.973799 0.973799 0.973799 0.973799 0.973799 0.973799 0.978166 0.978166 0.978166 0.978166 
0.112289 0.170306 0.202121 0.259513 0.290705 0.325639 0.365565 0.398628 0.416095 0.426076 0.436057 0.441672 0.449158 0.454772 0.469120 0.522146 0.577667 0.630069 0.662508 0.706800 0.725515 0.766687 0.793512 0.826575 0.839676 0.851528 0.857767 0.867748 0.873986 0.878353 0.884591 0.893325 0.903306 0.903306 0.904554 0.905178 0.905802 0.907049 0.908921 0.913288 0.927012 0.930131 0.932002 0.937617 0.939488 0.948222 0.953213 0.953213 0.953213 0.955708 0.962570 0.965065 0.965065 0.966313 0.971928 0.972551 0.972551 0.972551 0.975671 0.975671 0.977542 0.977542 0.977542 0.977542 0.979414 0.979414 0.979414 0.984404 0.984404 0.984404 0.984404 0.984404 0.984404 0.984404 0.984404 0.984404 0.984404 0.984404 0.984404 0.985028 0.985028 0.985028 0.985652 0.988771 0.988771 0.988771 0.988771 0.988771 0.988771 0.988771 0.988771 0.988771 0.988771 0.990019 0.990019 0.990019 0.990019 0.990019 0.990019 0.990019 0.992514 
0.112289 0.175296 0.238303 0.303805 0.350593 0.416719 0.515908 0.570805 0.625078 0.640674 0.673113 0.675608 0.684966 0.711790 0.727386 0.742358 0.745477 0.754211 0.757330 0.762944 0.774173 0.786650 0.792888 0.807860 0.822208 0.850281 0.860262 0.868372 0.875234 0.883968 0.897692 0.897692 0.899563 0.899563 0.899563 0.907673 0.907673 0.908297 0.915783 0.928259 0.928259 0.934498 0.934498 0.934498 0.938241 0.938241 0.946974 0.946974 0.946974 0.946974 0.946974 0.951965 0.952589 0.952589 0.952589 0.955084 0.959451 0.961946 0.963818 0.967561 0.967561 0.968185 0.972551 0.972551 0.972551 0.972551 0.972551 0.972551 0.972551 0.972551 0.972551 0.975671 0.975671 0.975671 0.975671 0.977542 0.981285 0.981285 0.985028 0.985028 0.985028 0.985028 0.986276 0.986276 0.986276 0.986276 0.986276 0.986276 0.986276 0.990019 0.990019 0.990019 0.990019 0.992514 0.992514 0.992514 0.992514 0.992514 0.992514 0.992514 0.992514 
0.131628 0.211478 0.263880 0.305053 0.343731 0.383656 0.424828 0.505926 0.542732 0.600749 0.638178 0.703681 0.752963 0.774797 0.811603 0.826575 0.840299 0.849657 0.859014 0.862757 0.880225 0.907049 0.908921 0.923269 0.935745 0.941984 0.957580 0.957580 0.960075 0.961323 0.961323 0.961323 0.967561 0.968808 0.971304 0.972551 0.972551 0.975671 0.975671 0.975671 0.975671 0.978166 0.978790 0.980037 0.985028 0.985028 0.985028 0.985028 0.985028 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.989395 0.991266 0.991266 0.991266 0.991266 0.991266 0.991266 0.991266 0.991266 0.991266 0.994386 
0.095446 0.185901 0.233936 0.283219 0.351216 0.414847 0.426700 0.494697 0.535870 0.561447 0.590144 0.619464 0.633188 0.657517 0.684342 0.692452 0.713662 0.738615 0.754211 0.763568 0.780412 0.791017 0.797879 0.813475 0.813475 0.824080 0.827823 0.835309 0.839676 0.847785 0.860262 0.872739 0.880225 0.889582 0.901435 0.907049 0.908921 0.920150 0.929507 0.929507 0.931379 0.931379 0.932626 0.935122 0.941360 0.945727 0.956956 0.968808 0.968808 0.971304 0.971304 0.976918 0.976918 0.976918 0.976918 0.977542 0.982533 0.982533 0.982533 0.982533 0.982533 0.982533 0.982533 0.983780 0.983780 0.983780 0.987523 0.987523 0.987523 0.987523 0.987523 0.987523 0.987523 0.987523 0.989395 0.990643 0.990643 0.990643 0.990643 0.991890 0.991890 0.991890 0.993138 0.993762 0.993762 0.995633 0.995633 0.995633 0.995633 0.995633 0.995633 0.995633 0.995633 0.995633 0.995633 0.996257 0.996257 0.996257 0.996257 0.996257 0.996257 
0.122271 0.205240 0.252027 0.320649 0.401747 0.470368 0.533999 0.571429 0.611978 0.639426 0.653774 0.670618 0.701809 0.726762 0.741734 0.742982 0.768559 0.768559 0.788522 0.792888 0.798503 0.807236 0.821585 0.838428 0.852776 0.874610 0.883968 0.899563 0.908297 0.912664 0.912664 0.917654 0.917654 0.933250 0.933250 0.936369 0.939488 0.941984 0.941984 0.941984 0.945727 0.949470 0.949470 0.952589 0.955084 0.955084 0.955084 0.964442 0.965065 0.965065 0.965065 0.965065 0.965065 0.965065 0.965065 0.965689 0.965689 0.967561 0.967561 0.967561 0.968808 0.968808 0.969432 0.969432 0.970056 0.970680 0.971304 0.974423 0.974423 0.974423 0.974423 0.974423 0.976294 0.980037 0.980037 0.980037 0.980037 0.980037 0.980037 0.980037 0.986276 0.986276 0.986276 0.986276 0.986276 0.986276 0.986276 0.986276 0.986276 0.986276 0.986276 0.986276 0.986276 0.986276 0.986276 0.986276 0.986276 0.986276 0.986276 0.986276 0.988147 
0.145352 0.222084 0.275733 0.330630 0.405490 0.477854 0.531503 0.580786 0.631316 0.682470 0.710543 0.744230 0.754835 0.783531 0.796631 0.796631 0.827199 0.840299 0.872739 0.885215 0.885215 0.915783 0.918278 0.921397 0.923893 0.938241 0.938241 0.941360 0.948846 0.949470 0.956956 0.956956 0.960075 0.960075 0.972551 0.972551 0.975671 0.978790 0.981909 0.982533 0.983780 0.983780 0.983780 0.984404 0.986276 0.988147 0.990643 0.990643 0.990643 0.990643 0.990643 0.991266 0.993762 0.993762 0.994386 0.994386 0.995633 0.996257 0.996257 0.997505 0.997505 0.997505 0.997505 0.997505 0.997505 0.997505 0.997505 0.997505 0.997505 0.998129 0.998129 0.998129 0.998129 0.998129 0.998129 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 0.998752 
