0 0.127 0.009
10 0.21 0.026
20 0.268 0.022
30 0.316 0.031
40 0.372 0.043
50 0.427 0.048
60 0.487 0.049
70 0.539 0.052
80 0.587 0.06
90 0.63 0.062
100 0.662 0.065
110 0.694 0.067
120 0.721 0.061
130 0.758 0.057
140 0.789 0.054
150 0.813 0.057
160 0.831 0.056
170 0.851 0.053
180 0.865 0.056
190 0.877 0.055
200 0.889 0.055
210 0.892 0.054
220 0.9 0.051
230 0.908 0.051
240 0.916 0.048
250 0.927 0.043
260 0.933 0.037
270 0.939 0.033
280 0.944 0.033
290 0.949 0.032
300 0.952 0.028
310 0.957 0.027
320 0.961 0.026
330 0.965 0.024
340 0.966 0.023
350 0.97 0.02
360 0.973 0.019
370 0.974 0.02
380 0.976 0.02
390 0.977 0.019
400 0.98 0.017
410 0.981 0.016
420 0.981 0.016
430 0.982 0.015
440 0.983 0.015
450 0.984 0.014
460 0.985 0.013
470 0.986 0.012
480 0.987 0.012
490 0.987 0.012
500 0.988 0.012
510 0.988 0.012
520 0.989 0.011
530 0.989 0.011
540 0.989 0.011
550 0.99 0.009
560 0.991 0.009
570 0.991 0.009
580 0.991 0.009
590 0.992 0.009
600 0.993 0.008
610 0.993 0.008
620 0.993 0.008
630 0.993 0.008
640 0.993 0.008
650 0.993 0.008
660 0.993 0.008
670 0.994 0.008
680 0.994 0.008
690 0.994 0.007
700 0.994 0.007
710 0.994 0.007
720 0.994 0.007
730 0.994 0.007
740 0.994 0.007
750 0.994 0.007
760 0.994 0.007
770 0.994 0.007
780 0.994 0.007
790 0.994 0.007
800 0.994 0.007
810 0.994 0.007
820 0.994 0.007
830 0.995 0.007
840 0.995 0.006
850 0.995 0.006
860 0.995 0.006
870 0.995 0.006
880 0.995 0.006
890 0.995 0.006
900 0.995 0.006
910 0.995 0.006
920 0.995 0.006
930 0.995 0.007
940 0.995 0.007
950 0.995 0.006
960 0.996 0.005
970 0.996 0.005
980 0.996 0.005
990 0.996 0.005
1000 0.996 0.005
