0 0.127 0.011
10 0.22 0.016
20 0.286 0.027
30 0.338 0.034
40 0.4 0.034
50 0.456 0.038
60 0.506 0.04
70 0.547 0.045
80 0.59 0.062
90 0.633 0.064
100 0.66 0.061
110 0.693 0.06
120 0.722 0.06
130 0.752 0.06
140 0.777 0.061
150 0.798 0.061
160 0.812 0.063
170 0.825 0.061
180 0.835 0.058
190 0.846 0.058
200 0.858 0.058
210 0.87 0.062
220 0.876 0.062
230 0.882 0.062
240 0.891 0.06
250 0.895 0.06
260 0.9 0.06
270 0.907 0.056
280 0.914 0.055
290 0.923 0.055
300 0.927 0.054
310 0.931 0.052
320 0.937 0.047
330 0.941 0.044
340 0.947 0.041
350 0.95 0.039
360 0.955 0.034
370 0.959 0.031
380 0.962 0.03
390 0.965 0.028
400 0.967 0.026
410 0.969 0.025
420 0.973 0.022
430 0.976 0.017
440 0.977 0.017
450 0.978 0.016
460 0.979 0.016
470 0.98 0.015
480 0.981 0.015
490 0.981 0.015
500 0.982 0.014
510 0.983 0.013
520 0.985 0.012
530 0.986 0.012
540 0.987 0.01
550 0.987 0.01
560 0.988 0.009
570 0.988 0.009
580 0.988 0.009
590 0.988 0.009
600 0.989 0.009
610 0.989 0.009
620 0.989 0.01
630 0.989 0.01
640 0.99 0.008
650 0.99 0.008
660 0.99 0.008
670 0.991 0.008
680 0.991 0.008
690 0.991 0.007
700 0.992 0.007
710 0.992 0.007
720 0.993 0.005
730 0.993 0.005
740 0.993 0.005
750 0.994 0.005
760 0.994 0.005
770 0.994 0.005
780 0.994 0.005
790 0.994 0.005
800 0.994 0.005
810 0.994 0.005
820 0.994 0.005
830 0.994 0.004
840 0.994 0.004
850 0.995 0.004
860 0.995 0.004
870 0.995 0.003
880 0.995 0.003
890 0.995 0.003
900 0.995 0.003
910 0.996 0.004
920 0.996 0.003
930 0.996 0.004
940 0.996 0.004
950 0.996 0.004
960 0.996 0.004
970 0.996 0.004
980 0.996 0.003
990 0.996 0.004
1000 0.996 0.003
