0 0.098 0.011
10 0.155 0.021
20 0.205 0.024
30 0.246 0.029
40 0.282 0.023
50 0.321 0.031
60 0.347 0.035
70 0.375 0.041
80 0.407 0.044
90 0.44 0.05
100 0.464 0.054
110 0.485 0.05
120 0.504 0.057
130 0.523 0.065
140 0.549 0.077
150 0.555 0.078
160 0.57 0.079
170 0.583 0.079
180 0.597 0.084
190 0.608 0.085
200 0.622 0.091
210 0.637 0.099
220 0.644 0.1
230 0.657 0.102
240 0.663 0.103
250 0.67 0.096
260 0.678 0.096
270 0.685 0.098
280 0.697 0.102
290 0.706 0.106
300 0.715 0.104
310 0.723 0.107
320 0.73 0.106
330 0.734 0.105
340 0.741 0.103
350 0.748 0.104
360 0.763 0.102
370 0.774 0.095
380 0.78 0.091
390 0.786 0.09
400 0.793 0.089
410 0.795 0.087
420 0.799 0.087
430 0.802 0.086
440 0.805 0.087
450 0.812 0.084
460 0.815 0.082
470 0.826 0.065
480 0.828 0.064
490 0.832 0.063
500 0.834 0.061
510 0.835 0.061
520 0.837 0.059
530 0.841 0.057
540 0.843 0.055
550 0.849 0.051
560 0.853 0.052
570 0.857 0.051
580 0.859 0.051
590 0.86 0.05
600 0.863 0.05
610 0.866 0.049
620 0.866 0.049
630 0.867 0.048
640 0.868 0.048
650 0.872 0.047
660 0.874 0.047
670 0.876 0.047
680 0.877 0.047
690 0.882 0.042
700 0.883 0.043
710 0.883 0.043
720 0.886 0.042
730 0.891 0.042
740 0.893 0.042
750 0.896 0.044
760 0.899 0.041
770 0.9 0.039
780 0.905 0.04
790 0.907 0.039
800 0.91 0.033
810 0.913 0.032
820 0.915 0.034
830 0.915 0.034
840 0.916 0.034
850 0.917 0.035
860 0.917 0.035
870 0.917 0.034
880 0.921 0.036
890 0.923 0.034
900 0.923 0.034
910 0.924 0.033
920 0.926 0.031
930 0.927 0.031
940 0.929 0.032
950 0.931 0.032
960 0.933 0.03
970 0.933 0.03
980 0.935 0.027
990 0.936 0.026
1000 0.936 0.026
