0 0.111 0.012
10 0.19 0.026
20 0.248 0.038
30 0.298 0.04
40 0.346 0.051
50 0.38 0.059
60 0.415 0.065
70 0.458 0.071
80 0.5 0.074
90 0.531 0.074
100 0.565 0.073
110 0.593 0.067
120 0.627 0.068
130 0.655 0.067
140 0.679 0.065
150 0.711 0.061
160 0.73 0.058
170 0.751 0.062
180 0.765 0.058
190 0.78 0.058
200 0.791 0.058
210 0.797 0.058
220 0.809 0.059
230 0.825 0.057
240 0.835 0.056
250 0.847 0.056
260 0.853 0.059
270 0.861 0.059
280 0.864 0.057
290 0.876 0.056
300 0.883 0.056
310 0.89 0.055
320 0.895 0.052
330 0.898 0.052
340 0.901 0.051
350 0.906 0.052
360 0.909 0.05
370 0.913 0.049
380 0.918 0.044
390 0.922 0.043
400 0.928 0.042
410 0.933 0.04
420 0.936 0.038
430 0.939 0.039
440 0.942 0.038
450 0.946 0.036
460 0.947 0.034
470 0.95 0.034
480 0.952 0.034
490 0.955 0.031
500 0.957 0.031
510 0.96 0.031
520 0.963 0.027
530 0.963 0.027
540 0.965 0.025
550 0.966 0.026
560 0.969 0.023
570 0.97 0.022
580 0.972 0.019
590 0.973 0.02
600 0.974 0.019
610 0.975 0.02
620 0.975 0.019
630 0.975 0.019
640 0.977 0.016
650 0.978 0.017
660 0.979 0.017
670 0.98 0.016
680 0.98 0.016
690 0.981 0.014
700 0.981 0.014
710 0.982 0.014
720 0.982 0.014
730 0.982 0.014
740 0.983 0.013
750 0.983 0.013
760 0.984 0.013
770 0.985 0.012
780 0.985 0.011
790 0.986 0.011
800 0.987 0.009
810 0.987 0.009
820 0.988 0.009
830 0.988 0.009
840 0.988 0.009
850 0.988 0.009
860 0.988 0.009
870 0.988 0.009
880 0.988 0.009
890 0.988 0.009
900 0.989 0.009
910 0.989 0.009
920 0.989 0.009
930 0.989 0.009
940 0.99 0.009
950 0.99 0.009
960 0.99 0.009
970 0.99 0.009
980 0.99 0.009
990 0.99 0.009
1000 0.99 0.009
