0 0.119 0.013
10 0.195 0.016
20 0.252 0.024
30 0.308 0.029
40 0.361 0.042
50 0.412 0.052
60 0.458 0.067
70 0.507 0.067
80 0.549 0.073
90 0.58 0.074
100 0.611 0.077
110 0.645 0.081
120 0.671 0.088
130 0.695 0.094
140 0.718 0.098
150 0.74 0.089
160 0.767 0.083
170 0.787 0.074
180 0.804 0.071
190 0.819 0.066
200 0.832 0.066
210 0.85 0.063
220 0.862 0.059
230 0.873 0.053
240 0.88 0.051
250 0.892 0.047
260 0.9 0.046
270 0.907 0.044
280 0.913 0.042
290 0.919 0.04
300 0.924 0.038
310 0.93 0.037
320 0.933 0.035
330 0.936 0.033
340 0.939 0.033
350 0.942 0.031
360 0.944 0.031
370 0.946 0.03
380 0.949 0.029
390 0.952 0.027
400 0.955 0.025
410 0.958 0.024
420 0.959 0.025
430 0.961 0.024
440 0.963 0.023
450 0.966 0.022
460 0.969 0.02
470 0.971 0.019
480 0.971 0.019
490 0.972 0.019
500 0.973 0.017
510 0.975 0.017
520 0.976 0.017
530 0.976 0.016
540 0.977 0.016
550 0.978 0.016
560 0.98 0.015
570 0.98 0.014
580 0.981 0.014
590 0.982 0.014
600 0.982 0.014
610 0.982 0.014
620 0.983 0.013
630 0.983 0.013
640 0.984 0.013
650 0.984 0.012
660 0.985 0.012
670 0.986 0.012
680 0.986 0.011
690 0.986 0.011
700 0.986 0.011
710 0.987 0.01
720 0.987 0.01
730 0.987 0.01
740 0.988 0.01
750 0.988 0.01
760 0.989 0.009
770 0.989 0.009
780 0.989 0.009
790 0.989 0.009
800 0.99 0.008
810 0.99 0.008
820 0.99 0.008
830 0.991 0.008
840 0.991 0.008
850 0.991 0.008
860 0.991 0.008
870 0.991 0.008
880 0.991 0.008
890 0.992 0.008
900 0.992 0.008
910 0.992 0.008
920 0.992 0.008
930 0.992 0.008
940 0.992 0.008
950 0.992 0.008
960 0.992 0.008
970 0.993 0.007
980 0.993 0.007
990 0.993 0.007
1000 0.994 0.006
