boise60k50pProbSet
Problem reading probability file. File boise60k50pProbSet does not exist.
testName run time fitness gens maxGens popSize cPopSize agents groupSize e0 e1 e2 e3 e4 e5 e6 e7 e8 e9 e10
boise60k50p 0 4.000000 0.109170 0 1000 50 50 1603 50 0.0149719 0.0193387 0.0243294 0.0299439 0.0361822 0.0474111 0.0580162 0.0723643 0.0854648 0.10917 0.10917
boise60k50p 0 4.000000 0.198378 10 1000 50 50 1603 50 0.0212102 0.0249532 0.0324392 0.0399251 0.0561447 0.0804741 0.101061 0.127885 0.157205 0.193387 0.198378
boise60k50p 0 4.000000 0.238927 20 1000 50 50 1603 50 0.0224579 0.0286962 0.0343107 0.0461634 0.0598877 0.0873362 0.124142 0.15471 0.191516 0.22957 0.238927
boise60k50p 0 4.000000 0.327511 30 1000 50 50 1603 50 0.0193387 0.0318153 0.0411728 0.0524017 0.0723643 0.106675 0.140362 0.199626 0.248284 0.311291 0.327511
boise60k50p 0 4.000000 0.395508 40 1000 50 50 1603 50 0.0212102 0.0268247 0.0411728 0.0573924 0.0829694 0.11728 0.172801 0.225827 0.2932 0.369308 0.395508
boise60k50p 0 4.000000 0.455396 50 1000 50 50 1603 50 0.0224579 0.033063 0.0411728 0.0655022 0.0985652 0.150343 0.211478 0.28509 0.366188 0.447286 0.455396
boise60k50p 0 4.000000 0.490954 60 1000 50 50 1603 50 0.0199626 0.02932 0.0424205 0.0642545 0.099189 0.159077 0.217717 0.289457 0.367436 0.451653 0.490954
boise60k50p 0 4.000000 0.523394 70 1000 50 50 1603 50 0.0218341 0.033063 0.0511541 0.073612 0.109794 0.16781 0.237056 0.324392 0.416719 0.495321 0.523394
boise60k50p 0 4.000000 0.575172 80 1000 50 50 1603 50 0.0230817 0.0318153 0.0530256 0.0835933 0.139738 0.20524 0.286962 0.369931 0.470992 0.574548 0.575172
boise60k50p 0 4.000000 0.617592 90 1000 50 50 1603 50 0.0237056 0.0374298 0.0586401 0.0848409 0.129757 0.216469 0.300686 0.400499 0.509046 0.61884 0.617592
boise60k50p 0 4.000000 0.666875 100 1000 50 50 1603 50 0.0230817 0.0386775 0.062383 0.095446 0.155334 0.245165 0.34685 0.453525 0.554585 0.671241 0.666875
boise60k50p 0 4.000000 0.674361 110 1000 50 50 1603 50 0.0237056 0.0380537 0.0630069 0.101061 0.151591 0.240799 0.331254 0.452277 0.554585 0.655646 0.674361
boise60k50p 0 4.000000 0.693075 120 1000 50 50 1603 50 0.0249532 0.0455396 0.062383 0.101684 0.159701 0.252651 0.363693 0.462258 0.578291 0.683718 0.693075
boise60k50p 0 4.000000 0.705552 130 1000 50 50 1603 50 0.025577 0.0355583 0.0617592 0.101061 0.164067 0.257642 0.355583 0.475359 0.599501 0.701809 0.705552
boise60k50p 0 4.000000 0.721772 140 1000 50 50 1603 50 0.0243294 0.0430443 0.0704928 0.112289 0.179039 0.275109 0.384903 0.500312 0.616344 0.725515 0.721772
boise60k50p 0 4.000000 0.747349 150 1000 50 50 1603 50 0.0249532 0.0449158 0.0686213 0.10917 0.185278 0.275109 0.385527 0.492202 0.611354 0.716157 0.747349
boise60k50p 0 4.000000 0.747349 160 1000 50 50 1603 50 0.025577 0.0417966 0.0711167 0.107923 0.179039 0.281347 0.390518 0.497817 0.618216 0.726762 0.747349
boise60k50p 0 4.000000 0.756706 170 1000 50 50 1603 50 0.0262009 0.0393013 0.066126 0.107923 0.183406 0.281971 0.402994 0.517155 0.627573 0.74111 0.756706
boise60k50p 0 4.000000 0.761073 180 1000 50 50 1603 50 0.0230817 0.0393013 0.0605115 0.112913 0.194635 0.296943 0.399875 0.510293 0.62383 0.742358 0.761073
boise60k50p 0 4.000000 0.761073 190 1000 50 50 1603 50 0.0274485 0.0436681 0.073612 0.116656 0.189021 0.287586 0.398004 0.509046 0.624454 0.746725 0.761073
boise60k50p 0 4.000000 0.763568 200 1000 50 50 1603 50 0.0249532 0.0430443 0.0679975 0.121023 0.195883 0.295072 0.404242 0.519027 0.636931 0.755459 0.763568
boise60k50p 0 4.000000 0.774173 210 1000 50 50 1603 50 0.025577 0.0399251 0.0630069 0.10917 0.194635 0.308796 0.422957 0.533999 0.643169 0.751092 0.774173
boise60k50p 0 4.000000 0.774173 220 1000 50 50 1603 50 0.0243294 0.044292 0.0655022 0.120399 0.190892 0.293824 0.39738 0.517155 0.645664 0.752339 0.774173
boise60k50p 0 4.000000 0.801622 230 1000 50 50 1603 50 0.0249532 0.0411728 0.0679975 0.111666 0.185901 0.303182 0.416095 0.530256 0.658765 0.777916 0.801622
boise60k50p 0 4.000000 0.801622 240 1000 50 50 1603 50 0.0268247 0.044292 0.066126 0.109794 0.201497 0.300062 0.421085 0.542732 0.663132 0.77355 0.801622
boise60k50p 0 4.000000 0.814099 250 1000 50 50 1603 50 0.0280724 0.0474111 0.066126 0.107923 0.193387 0.300686 0.422957 0.550218 0.685589 0.798503 0.814099
boise60k50p 0 4.000000 0.832814 260 1000 50 50 1603 50 0.0262009 0.0436681 0.0692452 0.108546 0.187149 0.300686 0.417966 0.54398 0.689332 0.817218 0.832814
boise60k50p 0 4.000000 0.838428 270 1000 50 50 1603 50 0.0237056 0.044292 0.0742358 0.113537 0.208359 0.328135 0.44791 0.576419 0.701809 0.816594 0.838428
boise60k50p 0 4.000000 0.865253 280 1000 50 50 1603 50 0.0262009 0.0436681 0.0723643 0.116656 0.200873 0.324392 0.447286 0.592015 0.739863 0.864005 0.865253
boise60k50p 0 4.000000 0.885839 290 1000 50 50 1603 50 0.0268247 0.0474111 0.0692452 0.114161 0.210231 0.326263 0.452277 0.592639 0.734248 0.863381 0.885839
boise60k50p 0 4.000000 0.893325 300 1000 50 50 1603 50 0.0249532 0.044292 0.0723643 0.118528 0.209607 0.334373 0.472863 0.603868 0.762944 0.873986 0.893325
boise60k50p 0 4.000000 0.895820 310 1000 50 50 1603 50 0.0268247 0.0467873 0.0673737 0.119152 0.210855 0.33874 0.478478 0.613225 0.761073 0.87461 0.89582
boise60k50p 0 4.000000 0.902682 320 1000 50 50 1603 50 0.02932 0.0499064 0.077355 0.130381 0.225827 0.354336 0.494697 0.647536 0.777293 0.887087 0.902682
boise60k50p 0 4.000000 0.906425 330 1000 50 50 1603 50 0.0237056 0.0517779 0.073612 0.119775 0.212726 0.351216 0.508422 0.660636 0.817842 0.905802 0.906425
boise60k50p 0 4.000000 0.939488 340 1000 50 50 1603 50 0.0243294 0.0424205 0.077355 0.119152 0.225203 0.368684 0.51466 0.672489 0.84529 0.934498 0.939488
boise60k50p 0 4.000000 0.952589 350 1000 50 50 1603 50 0.0243294 0.0486588 0.0786026 0.122895 0.232065 0.382408 0.537118 0.704928 0.849657 0.939488 0.952589
boise60k50p 0 4.000000 0.957580 360 1000 50 50 1603 50 0.0268247 0.0455396 0.0761073 0.130381 0.241422 0.401747 0.559576 0.726138 0.873986 0.946351 0.95758
boise60k50p 0 4.000000 0.960075 370 1000 50 50 1603 50 0.0249532 0.0449158 0.0810979 0.130381 0.237679 0.384279 0.554585 0.724267 0.864005 0.95446 0.960075
boise60k50p 0 4.000000 0.972551 380 1000 50 50 1603 50 0.0274485 0.0480349 0.0748596 0.139114 0.240175 0.396132 0.557704 0.728634 0.878353 0.946974 0.972551
boise60k50p 0 4.000000 0.976918 390 1000 50 50 1603 50 0.0262009 0.0455396 0.077355 0.137243 0.253275 0.403618 0.55209 0.727386 0.892077 0.968808 0.976918
boise60k50p 0 4.000000 0.976918 400 1000 50 50 1603 50 0.0262009 0.0474111 0.0792264 0.139114 0.25889 0.406737 0.563319 0.728634 0.877105 0.958827 0.976918
boise60k50p 0 4.000000 0.976918 410 1000 50 50 1603 50 0.025577 0.0511541 0.0798503 0.135371 0.245165 0.404242 0.5733 0.742358 0.897692 0.973799 0.976918
boise60k50p 0 4.000000 0.981285 420 1000 50 50 1603 50 0.02932 0.0511541 0.0798503 0.135995 0.245165 0.399251 0.576419 0.735496 0.897692 0.967561 0.981285
boise60k50p 0 4.000000 0.981285 430 1000 50 50 1603 50 0.0230817 0.0474111 0.0786026 0.140986 0.247661 0.406114 0.568309 0.749844 0.910792 0.976294 0.981285
boise60k50p 0 4.000000 0.981285 440 1000 50 50 1603 50 0.0249532 0.0505303 0.0761073 0.142233 0.245165 0.39738 0.568933 0.741734 0.898939 0.972551 0.981285
boise60k50p 0 4.000000 0.983780 450 1000 50 50 1603 50 0.0268247 0.0467873 0.0767311 0.132876 0.252027 0.409857 0.572052 0.750468 0.913288 0.977542 0.98378
boise60k50p 0 4.000000 0.983780 460 1000 50 50 1603 50 0.0274485 0.0461634 0.073612 0.145352 0.25078 0.399251 0.550842 0.723019 0.885839 0.97068 0.98378
boise60k50p 0 4.000000 0.985028 470 1000 50 50 1603 50 0.0268247 0.0492826 0.0829694 0.135371 0.252027 0.408609 0.575795 0.75733 0.911416 0.981909 0.985028
boise60k50p 0 4.000000 0.988147 480 1000 50 50 1603 50 0.025577 0.0461634 0.0748596 0.142857 0.260137 0.424205 0.584529 0.767935 0.917654 0.982533 0.988147
boise60k50p 0 4.000000 0.988147 490 1000 50 50 1603 50 0.025577 0.0517779 0.0792264 0.142233 0.267623 0.429195 0.583281 0.753587 0.910792 0.980037 0.988147
boise60k50p 0 4.000000 0.989395 500 1000 50 50 1603 50 0.0249532 0.0486588 0.077355 0.13849 0.265128 0.429819 0.603244 0.777293 0.92514 0.9869 0.989395
boise60k50p 0 4.000000 0.991266 510 1000 50 50 1603 50 0.0280724 0.0517779 0.0810979 0.137866 0.25889 0.429819 0.603244 0.77043 0.905178 0.980037 0.991266
boise60k50p 0 4.000000 0.992514 520 1000 50 50 1603 50 0.0268247 0.0517779 0.0779788 0.135995 0.253899 0.436681 0.601996 0.771054 0.935745 0.9869 0.992514
boise60k50p 0 4.000000 0.995633 530 1000 50 50 1603 50 0.0262009 0.0499064 0.0829694 0.142233 0.259513 0.428571 0.613849 0.795384 0.948222 0.995633 0.995633
boise60k50p 0 4.000000 0.995633 540 1000 50 50 1603 50 0.0268247 0.0480349 0.0792264 0.135995 0.247037 0.429195 0.604492 0.784155 0.927636 0.988147 0.995633
boise60k50p 0 4.000000 0.995633 550 1000 50 50 1603 50 0.0274485 0.0511541 0.0817218 0.135371 0.26388 0.4267 0.605115 0.784779 0.923269 0.99189 0.995633
boise60k50p 0 4.000000 0.996257 560 1000 50 50 1603 50 0.0268247 0.0505303 0.0786026 0.136619 0.251404 0.423581 0.611354 0.800374 0.931379 0.993762 0.996257
boise60k50p 0 4.000000 0.996257 570 1000 50 50 1603 50 0.0262009 0.0536494 0.0767311 0.137866 0.251404 0.414847 0.593886 0.781036 0.930755 0.995633 0.996257
boise60k50p 0 4.000000 0.996881 580 1000 50 50 1603 50 0.0299439 0.0536494 0.0786026 0.137866 0.263256 0.4267 0.611354 0.795384 0.936993 0.990643 0.996881
boise60k50p 0 4.000000 0.996881 590 1000 50 50 1603 50 0.0268247 0.0530256 0.0798503 0.135995 0.266376 0.436681 0.606363 0.776669 0.933874 0.989395 0.996881
boise60k50p 0 4.000000 0.996881 600 1000 50 50 1603 50 0.0274485 0.0499064 0.0786026 0.140362 0.265128 0.436681 0.610106 0.785402 0.939488 0.993138 0.996881
boise60k50p 0 4.000000 0.996881 610 1000 50 50 1603 50 0.0268247 0.0511541 0.0823456 0.139114 0.248908 0.419214 0.591391 0.787898 0.928259 0.989395 0.996881
boise60k50p 0 4.000000 0.997505 620 1000 50 50 1603 50 0.0262009 0.0505303 0.0817218 0.141609 0.256394 0.404866 0.577043 0.779164 0.93325 0.99189 0.997505
boise60k50p 0 4.000000 0.997505 630 1000 50 50 1603 50 0.0249532 0.0480349 0.0767311 0.137866 0.252027 0.407361 0.583905 0.767935 0.939488 0.992514 0.997505
boise60k50p 0 4.000000 0.997505 640 1000 50 50 1603 50 0.0268247 0.0499064 0.0798503 0.137866 0.25889 0.417966 0.598253 0.768559 0.938865 0.993138 0.997505
boise60k50p 0 4.000000 0.997505 650 1000 50 50 1603 50 0.0274485 0.0455396 0.0786026 0.135371 0.252027 0.404242 0.578291 0.766064 0.927012 0.989395 0.997505
boise60k50p 0 4.000000 0.997505 660 1000 50 50 1603 50 0.0280724 0.0542732 0.0786026 0.134124 0.251404 0.424205 0.591391 0.774797 0.93325 0.993138 0.997505
boise60k50p 0 4.000000 0.997505 670 1000 50 50 1603 50 0.0268247 0.0499064 0.0804741 0.142233 0.257642 0.426076 0.586401 0.772926 0.935122 0.989395 0.997505
boise60k50p 0 4.000000 0.997505 680 1000 50 50 1603 50 0.0274485 0.0499064 0.0761073 0.135371 0.256394 0.41859 0.591391 0.774173 0.93325 0.988147 0.997505
boise60k50p 0 4.000000 0.997505 690 1000 50 50 1603 50 0.0268247 0.0480349 0.0742358 0.145352 0.26388 0.437929 0.61884 0.800998 0.947598 0.991266 0.997505
boise60k50p 0 4.000000 0.997505 700 1000 50 50 1603 50 0.0262009 0.0467873 0.0786026 0.135371 0.25577 0.421709 0.593886 0.77043 0.933874 0.990019 0.997505
boise60k50p 0 4.000000 0.997505 710 1000 50 50 1603 50 0.0286962 0.0499064 0.0798503 0.145976 0.250156 0.415471 0.598253 0.777916 0.940736 0.99189 0.997505
boise60k50p 0 4.000000 0.997505 720 1000 50 50 1603 50 0.02932 0.0524017 0.0779788 0.139738 0.25078 0.412352 0.599501 0.776669 0.92514 0.983157 0.997505
boise60k50p 0 4.000000 0.997505 730 1000 50 50 1603 50 0.0268247 0.0467873 0.0779788 0.143481 0.250156 0.403618 0.580786 0.767311 0.927636 0.990019 0.997505
boise60k50p 0 4.000000 0.997505 740 1000 50 50 1603 50 0.0280724 0.0474111 0.0810979 0.13849 0.260761 0.420462 0.597006 0.774173 0.942608 0.994386 0.997505
boise60k50p 0 4.000000 0.997505 750 1000 50 50 1603 50 0.0268247 0.0517779 0.0792264 0.132252 0.252027 0.415471 0.591391 0.766064 0.937617 0.991266 0.997505
boise60k50p 0 4.000000 0.997505 760 1000 50 50 1603 50 0.0286962 0.0492826 0.0779788 0.13849 0.253899 0.409857 0.577667 0.760449 0.936369 0.989395 0.997505
boise60k50p 0 4.000000 0.997505 770 1000 50 50 1603 50 0.0268247 0.0486588 0.077355 0.129133 0.243918 0.411728 0.582034 0.753587 0.92514 0.988771 0.997505
boise60k50p 0 4.000000 0.997505 780 1000 50 50 1603 50 0.0299439 0.0505303 0.077355 0.134747 0.254523 0.417342 0.587648 0.777293 0.936993 0.991266 0.997505
boise60k50p 0 4.000000 0.997505 790 1000 50 50 1603 50 0.0262009 0.0474111 0.0761073 0.137243 0.268871 0.432314 0.601996 0.782283 0.945103 0.994386 0.997505
boise60k50p 0 4.000000 0.997505 800 1000 50 50 1603 50 0.0262009 0.0486588 0.0754835 0.129757 0.248284 0.407361 0.577043 0.764192 0.940112 0.989395 0.997505
boise60k50p 0 4.000000 0.998129 810 1000 50 50 1603 50 0.025577 0.0517779 0.0804741 0.135371 0.25078 0.424205 0.590767 0.789769 0.942608 0.993138 0.998129
boise60k50p 0 4.000000 0.998129 820 1000 50 50 1603 50 0.0286962 0.0511541 0.0829694 0.137243 0.265752 0.427948 0.605115 0.795384 0.948222 0.988771 0.998129
boise60k50p 0 4.000000 0.998129 830 1000 50 50 1603 50 0.0280724 0.0492826 0.0817218 0.129757 0.250156 0.430443 0.616968 0.789769 0.950094 0.996257 0.998129
boise60k50p 0 4.000000 0.998129 840 1000 50 50 1603 50 0.0274485 0.0536494 0.0792264 0.139114 0.268871 0.441048 0.611354 0.797255 0.943855 0.993762 0.998129
boise60k50p 0 4.000000 0.998129 850 1000 50 50 1603 50 0.0268247 0.0499064 0.0829694 0.143481 0.261385 0.419214 0.606987 0.796631 0.948222 0.992514 0.998129
boise60k50p 0 4.000000 0.998129 860 1000 50 50 1603 50 0.0262009 0.0524017 0.0792264 0.131628 0.255147 0.436681 0.605739 0.799127 0.945727 0.988147 0.998129
boise60k50p 0 4.000000 0.998129 870 1000 50 50 1603 50 0.0268247 0.0517779 0.0823456 0.136619 0.257642 0.438553 0.621959 0.79975 0.951341 0.990019 0.998129
boise60k50p 0 4.000000 0.998129 880 1000 50 50 1603 50 0.0286962 0.0555209 0.0792264 0.135371 0.264504 0.434186 0.61073 0.792888 0.951965 0.996257 0.998129
boise60k50p 0 4.000000 0.998129 890 1000 50 50 1603 50 0.0286962 0.0505303 0.0798503 0.139738 0.253899 0.422333 0.605739 0.787274 0.932002 0.993762 0.998129
boise60k50p 0 4.000000 0.998129 900 1000 50 50 1603 50 0.0249532 0.0467873 0.0761073 0.142233 0.267623 0.437929 0.620087 0.811603 0.953837 0.997505 0.998129
boise60k50p 0 4.000000 0.998129 910 1000 50 50 1603 50 0.0274485 0.0480349 0.0786026 0.135371 0.262009 0.431691 0.620087 0.791641 0.938865 0.99189 0.998129
boise60k50p 0 4.000000 0.998129 920 1000 50 50 1603 50 0.0268247 0.0492826 0.0810979 0.142857 0.252027 0.426076 0.609482 0.790393 0.940112 0.990643 0.998129
boise60k50p 0 4.000000 0.998129 930 1000 50 50 1603 50 0.0286962 0.0542732 0.0829694 0.135995 0.258266 0.426076 0.603244 0.779788 0.939488 0.992514 0.998129
boise60k50p 0 4.000000 0.998129 940 1000 50 50 1603 50 0.0268247 0.0486588 0.0804741 0.137243 0.259513 0.440424 0.604492 0.798503 0.948846 0.995633 0.998129
boise60k50p 0 4.000000 0.998129 950 1000 50 50 1603 50 0.0268247 0.0455396 0.0767311 0.136619 0.254523 0.430443 0.600749 0.796008 0.937617 0.992514 0.998129
boise60k50p 0 4.000000 0.998129 960 1000 50 50 1603 50 0.0280724 0.0505303 0.0817218 0.139738 0.262633 0.441672 0.609482 0.789769 0.939488 0.993138 0.998129
boise60k50p 0 4.000000 0.998129 970 1000 50 50 1603 50 0.0274485 0.0530256 0.0779788 0.135995 0.257018 0.441672 0.604492 0.795384 0.953213 0.995633 0.998129
boise60k50p 0 4.000000 0.998129 980 1000 50 50 1603 50 0.0268247 0.0536494 0.0829694 0.142233 0.265752 0.432314 0.611978 0.795384 0.94947 0.995633 0.998129
boise60k50p 0 4.000000 0.998129 990 1000 50 50 1603 50 0.0268247 0.0499064 0.0817218 0.141609 0.262009 0.432314 0.614473 0.791641 0.943855 0.996257 0.998129
boise60k50p 0 4.000000 0.998752 1000 1000 50 50 1603 50 0.0268247 0.0499064 0.0792264 0.134124 0.256394 0.432314 0.614473 0.792265 0.950094 0.993138 0.998752
boise60k50p 1 4.000000 0.113537 0 1000 50 50 1603 50 0.0199626 0.0274485 0.0324392 0.0374298 0.0461634 0.0561447 0.0655022 0.0810979 0.0966937 0.121023 0.113537
boise60k50p 1 4.000000 0.190268 10 1000 50 50 1603 50 0.0174672 0.0237056 0.033063 0.0449158 0.0611354 0.0829694 0.105427 0.130381 0.159077 0.183406 0.190268
boise60k50p 1 4.000000 0.240175 20 1000 50 50 1603 50 0.0199626 0.0274485 0.0399251 0.0517779 0.0835933 0.10917 0.140362 0.165315 0.190268 0.225827 0.240175
boise60k50p 1 4.000000 0.272614 30 1000 50 50 1603 50 0.0168434 0.0262009 0.0393013 0.0586401 0.0941984 0.124142 0.155334 0.187773 0.213974 0.256394 0.272614
