0 0.115 0.007
10 0.193 0.01
20 0.253 0.02
30 0.316 0.028
40 0.378 0.054
50 0.432 0.063
60 0.481 0.074
70 0.526 0.074
80 0.558 0.082
90 0.592 0.086
100 0.626 0.092
110 0.652 0.101
120 0.678 0.102
130 0.697 0.108
140 0.714 0.114
150 0.729 0.12
160 0.741 0.12
170 0.756 0.124
180 0.768 0.12
190 0.781 0.121
200 0.796 0.117
210 0.808 0.11
220 0.819 0.101
230 0.83 0.091
240 0.839 0.091
250 0.849 0.082
260 0.857 0.081
270 0.865 0.081
280 0.871 0.079
290 0.876 0.08
300 0.879 0.08
310 0.885 0.077
320 0.887 0.075
330 0.89 0.074
340 0.897 0.077
350 0.9 0.077
360 0.903 0.076
370 0.904 0.075
380 0.908 0.076
390 0.911 0.075
400 0.913 0.073
410 0.914 0.072
420 0.917 0.071
430 0.92 0.068
440 0.924 0.065
450 0.926 0.064
460 0.928 0.063
470 0.932 0.061
480 0.936 0.059
490 0.94 0.055
500 0.945 0.053
510 0.947 0.051
520 0.949 0.05
530 0.95 0.049
540 0.952 0.048
550 0.954 0.046
560 0.955 0.046
570 0.956 0.046
580 0.957 0.045
590 0.958 0.045
600 0.96 0.044
610 0.961 0.043
620 0.962 0.043
630 0.964 0.043
640 0.966 0.043
650 0.967 0.043
660 0.967 0.043
670 0.968 0.043
680 0.969 0.043
690 0.97 0.043
700 0.971 0.043
710 0.971 0.043
720 0.972 0.043
730 0.972 0.043
740 0.973 0.042
750 0.974 0.042
760 0.974 0.042
770 0.974 0.042
780 0.974 0.041
790 0.975 0.039
800 0.975 0.039
810 0.976 0.038
820 0.976 0.037
830 0.978 0.034
840 0.978 0.034
850 0.979 0.031
860 0.979 0.03
870 0.979 0.03
880 0.98 0.03
890 0.982 0.025
900 0.982 0.023
910 0.983 0.021
920 0.984 0.019
930 0.984 0.019
940 0.984 0.019
950 0.984 0.019
960 0.984 0.019
970 0.985 0.017
980 0.986 0.015
990 0.987 0.012
1000 0.988 0.012
